word,words_total_appear_in_group,words_total_in_group_without_stop_words,words_total_in_group_with_stop_words
homicidio,18,324979,395083
homiliar,2,324979,395083
homo,1,324979,395083
homoafetivo,1,324979,395083
homofobia,1,324979,395083
homofobica,1,324979,395083
homofobico,4,324979,395083
homogeneo,1,324979,395083
homologacao,3,324979,395083
homologar,3,324979,395083
homonimo,1,324979,395083
homosexu,2,324979,395083
homosexualizacao,1,324979,395083
homossexu,12,324979,395083
homossexualidad,5,324979,395083
homossexualismo,3,324979,395083
homossexualizar,1,324979,395083
homovideo,1,324979,395083
honda,4,324979,395083
hondura,2,324979,395083
hondurenho,1,324979,395083
honestament,1,324979,395083
honestar,15,324979,395083
honestidad,8,324979,395083
honesto,9,324979,395083
hong,6,324979,395083
honjo,10,324979,395083
honorario,3,324979,395083
honori,1,324979,395083
honrar,12,324979,395083
hoogeveen,1,324979,395083
hoor,1,324979,395083
hopkin,14,324979,395083
horaou,1,324979,395083
horar,311,324979,395083
horario,138,324979,395083
horariosvoc,1,324979,395083
horasa,1,324979,395083
horasengenheiro,1,324979,395083
horasenvi,2,324979,395083
horasgramado,1,324979,395083
horasipatinga,1,324979,395083
horasitajai,1,324979,395083
horasitajuba,1,324979,395083
horasmaxaranguap,1,324979,395083
horasporto,2,324979,395083
horasrancho,1,324979,395083
horassao,1,324979,395083
horastaquara,1,324979,395083
horasuberaba,1,324979,395083
horda,1,324979,395083
horin,4,324979,395083
horizont,63,324979,395083
horizontemg,1,324979,395083
horizontino,1,324979,395083
hormon,2,324979,395083
hormonio,5,324979,395083
hormoniodependent,1,324979,395083
horrido,1,324979,395083
horripilant,1,324979,395083
horrivel,9,324979,395083
horror,11,324979,395083
horrorizar,4,324979,395083
horroroso,3,324979,395083
hortalica,1,324979,395083
hortela,3,324979,395083
horticultura,1,324979,395083
hosp,1,324979,395083
hosped,2,324979,395083
hospedagem,2,324979,395083
hospedar,12,324979,395083
hospedeiro,4,324979,395083
hospit,492,324979,395083
hospitaisest,1,324979,395083
hospitalar,26,324979,395083
hospitalessa,1,324979,395083
hospitalizacao,7,324979,395083
hospitalizar,13,324979,395083
hospitalsaodomingo,1,324979,395083
hostilidad,1,324979,395083
hostilizar,2,324979,395083
hot,3,324979,395083
hotel,30,324979,395083
hoteleiro,2,324979,395083
hotspost,1,324979,395083
hotz,2,324979,395083
hour,3,324979,395083
hous,1,324979,395083
houston,4,324979,395083
hpmc,1,324979,395083
hr,14,324979,395083
hrw,1,324979,395083
hs,7,324979,395083
hse,1,324979,395083
hspara,1,324979,395083
htlp,1,324979,395083
htm,1,324979,395083
http,1,324979,395083
hu,2,324979,395083
huawei,20,324979,395083
hubei,1,324979,395083
huck,25,324979,395083
hucka,1,324979,395083
huckcarol,1,324979,395083
huckquando,1,324979,395083
huey,1,324979,395083
hugh,1,324979,395083
hugo,9,324979,395083
hui,1,324979,395083
hula,1,324979,395083
hulk,1,324979,395083
hum,3,324979,395083
human,2,324979,395083
humana,1,324979,395083
humanaa,1,324979,395083
humanar,91,324979,395083
humanidad,52,324979,395083
humanidadeem,1,324979,395083
humanidas,1,324979,395083
humanista,5,324979,395083
humanitario,8,324979,395083
humanizar,3,324979,395083
humano,205,324979,395083
humanoid,5,324979,395083
humanoscomo,1,324979,395083
humbero,1,324979,395083
humberto,6,324979,395083
humild,1,324979,395083
humildad,3,324979,395083
humildar,6,324979,395083
humildement,1,324979,395083
humilhacao,3,324979,395083
humilhadosest,1,324979,395083
humilhalo,1,324979,395083
humilhant,2,324979,395083
humilhar,18,324979,395083
humilhavam,2,324979,395083
humor,11,324979,395083
humorista,9,324979,395083
humoristico,3,324979,395083
hunan,1,324979,395083
hung,1,324979,395083
hungaro,3,324979,395083
hungaroamericano,1,324979,395083
hungria,1,324979,395083
hunter,23,324979,395083
huski,3,324979,395083
hutchinson,1,324979,395083
hydro,4,324979,395083
hyperlaps,1,324979,395083
hypolito,2,324979,395083
hypothes,1,324979,395083
hypothesi,1,324979,395083
hypoxia,1,324979,395083
hyundai,3,324979,395083
hz,18,324979,395083
i,21,324979,395083
ia,1,324979,395083
iaba,1,324979,395083
iago,4,324979,395083
iagusp,1,324979,395083
iamarino,1,324979,395083
iarc,1,324979,395083
iat,4,324979,395083
iba,1,324979,395083
ibama,20,324979,395083
ibanei,11,324979,395083
ibc,1,324979,395083
ibda,1,324979,395083
ibg,7,324979,395083
ibi,3,324979,395083
ibiapaba,1,324979,395083
ibirit,1,324979,395083
ibiuna,1,324979,395083
ibm,1,324979,395083
ibop,31,324979,395083
ibp,1,324979,395083
ibuprofeno,1,324979,395083
ibuprofno,1,324979,395083
ibuzz,1,324979,395083
ibv,1,324979,395083
ic,2,324979,395083
icaro,1,324979,395083
icatu,2,324979,395083
icc,1,324979,395083
iceberg,3,324979,395083
iclcj,2,324979,395083
icm,7,324979,395083
icmbio,11,324979,395083
icom,1,324979,395083
icon,40,324979,395083
iconezinho,1,324979,395083
iconica,1,324979,395083
id,1,324979,395083
id132598,1,324979,395083
id2020,11,324979,395083
idad,99,324979,395083
idadeidad,1,324979,395083
idea,3,324979,395083
ideal,5,324979,395083
idealizador,1,324979,395083
idealizar,2,324979,395083
idealment,1,324979,395083
idear,66,324979,395083
ideb,3,324979,395083
ideciso,1,324979,395083
ideia,18,324979,395083
idem,1,324979,395083
identico,5,324979,395083
identidad,18,324979,395083
identificacao,17,324979,395083
identificar,134,324979,395083
identificas,1,324979,395083
identificavel,2,324979,395083
ideologia,28,324979,395083
ideologicament,1,324979,395083
ideologico,14,324979,395083
ideologo,1,324979,395083
idex,1,324979,395083
idioma,55,324979,395083
idiota,34,324979,395083
idiotia,1,324979,395083
idiotic,1,324979,395083
idolatra,1,324979,395083
idolatrar,1,324979,395083
idolo,12,324979,395083
idoneosveja,1,324979,395083
idoso,133,324979,395083
iemen,1,324979,395083
if,1,324979,395083
ifa,9,324979,395083
ifcn,2,324979,395083
ifi,1,324979,395083
ifigenia,1,324979,395083
ifnrec,2,324979,395083
ifood,2,324979,395083
ifu,1,324979,395083
igarap,2,324979,395083
igg,1,324979,395083
igm,1,324979,395083
ignicao,4,324979,395083
ignorancia,8,324979,395083
ignorant,10,324979,395083
ignorar,21,324979,395083
ignoreo,2,324979,395083
igor,2,324979,395083
igreja,104,324979,395083
igrejaa,1,324979,395083
iguaba,2,324979,395083
iguacu,17,324979,395083
iguadad,1,324979,395083
igual,56,324979,395083
igualar,3,324979,395083
igualdad,5,324979,395083
igualitario,1,324979,395083
igualment,21,324979,395083
iguaria,1,324979,395083
iguatemi,1,324979,395083
ih,1,324979,395083
iib,1,324979,395083
iii,14,324979,395083
iirresistivei,1,324979,395083
ijui,1,324979,395083
ikeda,2,324979,395083
ileg,34,324979,395083
ilegalidad,1,324979,395083
ilegalment,1,324979,395083
ilegalmentejoao,1,324979,395083
ilegitimo,1,324979,395083
ileso,2,324979,395083
ilhar,31,324979,395083
ilheu,8,324979,395083
ilhota,2,324979,395083
ilibar,2,324979,395083
ilicito,16,324979,395083
ilimitado,2,324979,395083
illinoi,1,324979,395083
illluminati,1,324979,395083
illuminati,3,324979,395083
ilona,2,324979,395083
ilpi,2,324979,395083
ilqu,2,324979,395083
iludir,3,324979,395083
iluminacao,7,324979,395083
iluminar,10,324979,395083
ilus,1,324979,395083
ilusao,4,324979,395083
ilusionista,1,324979,395083
ilusorio,2,324979,395083
ilustr,3,324979,395083
ilustracao,13,324979,395083
ilustrar,55,324979,395083
ilustrativo,2,324979,395083
ima,11,324979,395083
imag,4,324979,395083
imagem,1345,324979,395083
imagen,1,324979,395083
imageri,1,324979,395083
imaginacao,3,324979,395083
imaginar,74,324979,395083
imaginarglobolixonoticia,1,324979,395083
imaginario,3,324979,395083
imaginars,1,324979,395083
imaginesim,1,324979,395083
imalaia,1,324979,395083
imbativel,1,324979,395083
imbecil,16,324979,395083
imbecilcasa,1,324979,395083
imbecilidad,3,324979,395083
imcriminaria,1,324979,395083
imdb,1,324979,395083
imedi,1,324979,395083
imediacao,1,324979,395083
imediant,1,324979,395083
imediatamement,1,324979,395083
imediatament,44,324979,395083
imediatamentecomo,1,324979,395083
imediato,46,324979,395083
imediatocorreio,1,324979,395083
imensament,2,324979,395083
imenso,21,324979,395083
imerso,3,324979,395083
imigracao,4,324979,395083
imigrant,17,324979,395083
iminencia,2,324979,395083
iminent,5,324979,395083
imitacao,2,324979,395083
imitar,5,324979,395083
imitir,12,324979,395083
iml,4,324979,395083
immanuel,1,324979,395083
imobiliario,5,324979,395083
imobilizar,1,324979,395083
imola,1,324979,395083
imor,2,324979,395083
imoralidad,2,324979,395083
imort,1,324979,395083
imortalizacao,1,324979,395083
imovei,1,324979,395083
imovel,40,324979,395083
impactant,2,324979,395083
impactar,38,324979,395083
impacto,6,324979,395083
impagavel,2,324979,395083
impagavelmuito,1,324979,395083
impar,1,324979,395083
imparci,2,324979,395083
imparcialidad,1,324979,395083
impatriota,1,324979,395083
impeach,45,324979,395083
impeachmentem,1,324979,395083
impeachmentgilmarmend,3,324979,395083
impeatman,1,324979,395083
impedimento,3,324979,395083
impedir,146,324979,395083
imperador,8,324979,395083
imperar,1,324979,395083
imperativo,2,324979,395083
imperdivel,2,324979,395083
imperdoavel,2,324979,395083
imperfeicao,1,324979,395083
imperi,3,324979,395083
imperialista,1,324979,395083
imperio,10,324979,395083
impeto,1,324979,395083
impichado,1,324979,395083
impiedosament,1,324979,395083
impiedoso,1,324979,395083
implacavel,1,324979,395083
implant,1,324979,395083
implantacao,14,324979,395083
implantar,37,324979,395083
implementacao,11,324979,395083
implementar,16,324979,395083
implicar,4,324979,395083
implicito,1,324979,395083
implodir,1,324979,395083
implorar,2,324979,395083
impoeporem,1,324979,395083
impoluto,1,324979,395083
imponent,1,324979,395083
impor,66,324979,395083
importacao,14,324979,395083
importados46,1,324979,395083
importalo,2,324979,395083
importanant,1,324979,395083
importancia,21,324979,395083
important,168,324979,395083
importar,61,324979,395083
importunacao,1,324979,395083
imposicao,4,324979,395083
imposicaoa,1,324979,395083
impossibilidad,1,324979,395083
impossibilitar,1,324979,395083
impossivel,28,324979,395083
imposto,58,324979,395083
imposturar,1,324979,395083
impotent,2,324979,395083
imprecar,1,324979,395083
imprecisao,1,324979,395083
impreciso,8,324979,395083
imprecisoso,1,324979,395083
imprefeito,1,324979,395083
imprensaassim,1,324979,395083
imprensaembora,1,324979,395083
imprensalula,1,324979,395083
imprensar,195,324979,395083
imprescritibilidad,1,324979,395083
impressao,32,324979,395083
impressionant,28,324979,395083
impressionar,5,324979,395083
impresso,78,324979,395083
impressor,1,324979,395083
impressora,2,324979,395083
imprevisiveissem,1,324979,395083
imprimir,6,324979,395083
improbidad,8,324979,395083
improdutivo,2,324979,395083
impropriedad,1,324979,395083
improprio,7,324979,395083
improvavel,3,324979,395083
improvisar,1,324979,395083
imprudent,1,324979,395083
impublicavel,1,324979,395083
impuls,1,324979,395083
impulsaremo,1,324979,395083
impulsionar,9,324979,395083
impulso,8,324979,395083
impun,6,324979,395083
impunidad,4,324979,395083
impureza,1,324979,395083
imromac,1,324979,395083
imtsp,1,324979,395083
imtusp,1,324979,395083
imun,28,324979,395083
imundicia,1,324979,395083
imundo,2,324979,395083
imunidad,73,324979,395083
imunitario,1,324979,395083
imunizacao,51,324979,395083
imunizacaoa,1,324979,395083
imunizant,65,324979,395083
imunizantenao,1,324979,395083
imunizar,43,324979,395083
imunobiologico,4,324979,395083
imunodeficient,1,324979,395083
imunogenicidad,1,324979,395083
imunologia,7,324979,395083
imunologico,45,324979,395083
imunologicoatualment,1,324979,395083
imunologicogom,1,324979,395083
imunologicoobserv,1,324979,395083
imunologista,7,324979,395083
imunologistavirologista,1,324979,395083
imutavel,1,324979,395083
imv,1,324979,395083
in,18,324979,395083
inabilitacao,1,324979,395083
inaceitavel,3,324979,395083
inacessivel,1,324979,395083
inacio,86,324979,395083
inacreditavel,49,324979,395083
inacreditavelcompartilhem,1,324979,395083
inadequacao,1,324979,395083
inadequado,5,324979,395083
inadimplencia,3,324979,395083
inadimplent,1,324979,395083
inadmissivel,3,324979,395083
inafiancavel,2,324979,395083
inajar,1,324979,395083
inalacao,4,324979,395083
inalador,4,324979,395083
inalar,7,324979,395083
inanicao,1,324979,395083
inapto,1,324979,395083
inativa,6,324979,395083
inativado,4,324979,395083
inativo,3,324979,395083
inauditaveissegundo,1,324979,395083
inaugur,1,324979,395083
inauguracao,22,324979,395083
inaugurar,30,324979,395083
inbox,1,324979,395083
inca,6,324979,395083
incapacidad,1,324979,395083
incapacitar,1,324979,395083
incapaz,6,324979,395083
incauto,1,324979,395083
incendiadana,1,324979,395083
incendiar,16,324979,395083
incendiario,8,324979,395083
incendio,117,324979,395083
incentivar,30,324979,395083
incentivo,10,324979,395083
incerteza,3,324979,395083
incerto,2,324979,395083
incessantement,1,324979,395083
incestar,9,324979,395083
incestuoso,1,324979,395083
inchaco,1,324979,395083
inchar,3,324979,395083
incial,1,324979,395083
inciativa,3,324979,395083
incidencia,3,324979,395083
incident,11,324979,395083
incidir,2,324979,395083
incinerador,1,324979,395083
incinerar,2,324979,395083
incint,1,324979,395083
incisar,8,324979,395083
inciso,4,324979,395083
incitacao,1,324979,395083
incitar,5,324979,395083
inclinacao,1,324979,395083
inclinar,2,324979,395083
incluidopoi,1,324979,395083
incluir,109,324979,395083
inclusao,8,324979,395083
inclusivo,1,324979,395083
incluso,1,324979,395083
incoerencia,2,324979,395083
incognito,1,324979,395083
incolor,1,324979,395083
incolum,1,324979,395083
incomodar,17,324979,395083
incomodavam,1,324979,395083
incomparavel,1,324979,395083
incompativel,3,324979,395083
incompetencia,3,324979,395083
incompetent,5,324979,395083
incompleto,3,324979,395083
incomum,9,324979,395083
incomunicabilidad,1,324979,395083
incomunicavel,1,324979,395083
inconclusivo,2,324979,395083
incondicion,1,324979,395083
inconfiavel,1,324979,395083
inconfidencia,1,324979,395083
inconformado,3,324979,395083
inconscient,3,324979,395083
inconscientement,2,324979,395083
inconsistencia,1,324979,395083
inconsistent,1,324979,395083
inconstitucion,11,324979,395083
inconstitucionalidad,10,324979,395083
incontavel,3,324979,395083
incontestavel,2,324979,395083
incontrolavel,3,324979,395083
inconvenient,2,324979,395083
incorporar,3,324979,395083
incorr,2,324979,395083
incorreco,1,324979,395083
incorreta,12,324979,395083
incorretament,5,324979,395083
incorreto,7,324979,395083
incorrupto,1,324979,395083
incra,1,324979,395083
incred,1,324979,395083
incredulo,2,324979,395083
increiblement,1,324979,395083
incrementar,3,324979,395083
incriminalo,1,324979,395083
incriminar,4,324979,395083
incrivel,50,324979,395083
incrivelhipocrisia,1,324979,395083
incrivelment,3,324979,395083
incrivelpercebendo,1,324979,395083
incrivels,1,324979,395083
incubacao,2,324979,395083
incubar,1,324979,395083
inculto,1,324979,395083
incuravel,1,324979,395083
incursao,1,324979,395083
indagacao,1,324979,395083
indagar,3,324979,395083
indaiatuba,1,324979,395083
indcalo,1,324979,395083
indecentement,1,324979,395083
indecisao,1,324979,395083
indecoroso,1,324979,395083
indeferimento,1,324979,395083
indefeso,3,324979,395083
indeniza,1,324979,395083
indenizac,1,324979,395083
indenizacao,4,324979,395083
indenizaco,4,324979,395083
indenizalo,1,324979,395083
indentificado,2,324979,395083
independencia,10,324979,395083
independent,24,324979,395083
independentement,6,324979,395083
indescritivel,2,324979,395083
indesejado,4,324979,395083
indesejavel,1,324979,395083
indeterminar,18,324979,395083
indevidament,3,324979,395083
indevido,10,324979,395083
indexmundi,1,324979,395083
india,3,324979,395083
indiaindia,1,324979,395083
indian,1,324979,395083
indiano,15,324979,395083
indiaond,1,324979,395083
indic,40,324979,395083
indicacao,28,324979,395083
indicadoo,1,324979,395083
indicador,4,324979,395083
indicalo,1,324979,395083
indicar,252,324979,395083
indicativo,7,324979,395083
indiceh,1,324979,395083
indiciar,5,324979,395083
indicio,37,324979,395083
indiferenca,2,324979,395083
indiferent,2,324979,395083
indigena,56,324979,395083
indigina,1,324979,395083
indign,1,324979,395083
indignacao,22,324979,395083
indignar,23,324979,395083
indigno,1,324979,395083
indio,94,324979,395083
indiqueno,4,324979,395083
indireta,2,324979,395083
indiretament,2,324979,395083
indireto,3,324979,395083
indiscriminadament,1,324979,395083
indiscriminado,7,324979,395083
indiscutivelment,1,324979,395083
indispensavel,2,324979,395083
indisposicao,1,324979,395083
indisposto,2,324979,395083
individu,15,324979,395083
individualismo,1,324979,395083
individualista,1,324979,395083
individualment,2,324979,395083
individuar,11,324979,395083
individuo,27,324979,395083
indol,1,324979,395083
indonesio,16,324979,395083
indulgencia,1,324979,395083
indultalo,1,324979,395083
indultar,5,324979,395083
industri,19,324979,395083
industria,38,324979,395083
industrializar,1,324979,395083
industriar,2,324979,395083
induzir,16,324979,395083
inedito,10,324979,395083
ineficacia,10,324979,395083
ineficaz,12,324979,395083
ineficient,1,324979,395083
inegociavei,1,324979,395083
inelegivel,3,324979,395083
inep,3,324979,395083
inercia,3,324979,395083
inerent,2,324979,395083
inert,1,324979,395083
inescrupuloso,2,324979,395083
inespecifica,1,324979,395083
inespecifico,3,324979,395083
inesperado,4,324979,395083
inestudavei,1,324979,395083
inevitavel,7,324979,395083
inexistencia,1,324979,395083
inexistent,6,324979,395083
inexoravel,1,324979,395083
inexperient,1,324979,395083
inexplicado,1,324979,395083
inexplicavel,4,324979,395083
inexplicavelment,2,324979,395083
inexplorado,1,324979,395083
infalivel,2,324979,395083
infallivel,1,324979,395083
infamar,1,324979,395083
infancia,8,324979,395083
infantaria,2,324979,395083
infanticidio,1,324979,395083
infantil,32,324979,395083
infart,3,324979,395083
infartado,1,324979,395083
infarto,15,324979,395083
infecao,1,324979,395083
infecc,2,324979,395083
infeccao,121,324979,395083
infeccioso,15,324979,395083
infeccoesno,1,324979,395083
infectar,158,324979,395083
infectars,1,324979,395083
infecti,1,324979,395083
infecto,7,324979,395083
infectocontagiosa,1,324979,395083
infectogista,1,324979,395083
infectologia,22,324979,395083
infectologista,57,324979,395083
infectous,1,324979,395083
infelicidad,1,324979,395083
infeliz,4,324979,395083
infelizm,1,324979,395083
infelizment,45,324979,395083
inferencia,1,324979,395083
inferior,25,324979,395083
inferir,1,324979,395083
infermeira,1,324979,395083
infernar,17,324979,395083
inferno,2,324979,395083
infertilidad,4,324979,395083
infertilidadeo,1,324979,395083
infestar,3,324979,395083
infiei,1,324979,395083
infiel,3,324979,395083
infiltracao,3,324979,395083
infiltrar,18,324979,395083
infiltratada,1,324979,395083
infinidad,1,324979,395083
infinitament,3,324979,395083
infinito,8,324979,395083
infirmar,1,324979,395083
inflacao,17,324979,395083
inflamacao,15,324979,395083
inflamar,6,324979,395083
inflamatorio,6,324979,395083
inflamavel,1,324979,395083
inflar,19,324979,395083
influenc,1,324979,395083
influencia,5,324979,395083
influenciad,1,324979,395083
influenciador,5,324979,395083
influenciar,10,324979,395083
influent,5,324979,395083
influenza,24,324979,395083
influenzaeda,1,324979,395083
influir,1,324979,395083
info,1,324979,395083
infoba,1,324979,395083
infografico,3,324979,395083
inform,1,324979,395083
informacao,740,324979,395083
informacaoboa,1,324979,395083
informacaodenunciem,1,324979,395083
informacaoo,1,324979,395083
informaco,2,324979,395083
informacoesadolescent,1,324979,395083
informacoesversao,1,324979,395083
informadosjustica,1,324979,395083
informaiso,1,324979,395083
informalment,1,324979,395083
informalo,2,324979,395083
informant,6,324979,395083
informar,399,324979,395083
informatico,3,324979,395083
informativo,5,324979,395083
informes,3,324979,395083
inforprim,2,324979,395083
infowar,1,324979,395083
infra,2,324979,395083
infracao,4,324979,395083
infraestrutura,22,324979,395083
infrahumana,1,324979,395083
infrat,1,324979,395083
infravermelho,18,324979,395083
infringir,1,324979,395083
infuencia,1,324979,395083
infundado,11,324979,395083
infusao,1,324979,395083
ingenua,1,324979,395083
ingenuament,1,324979,395083
ingenuo,5,324979,395083
ingerencia,1,324979,395083
ingeridavoc,1,324979,395083
ingerilo,1,324979,395083
ingerir,15,324979,395083
ingestao,7,324979,395083
ingl,156,324979,395083
inglaterra,16,324979,395083
inglesar,8,324979,395083
ingleso,1,324979,395083
ingredient,14,324979,395083
ingressar,13,324979,395083
ingresso,10,324979,395083
inham,7,324979,395083
inibicao,1,324979,395083
inibidor,1,324979,395083
inibir,6,324979,395083
inici,25,324979,395083
iniciacao,2,324979,395083
iniciador,1,324979,395083
inicializacao,1,324979,395083
inicialment,18,324979,395083
iniciativo,44,324979,395083
inicio,208,324979,395083
inico,1,324979,395083
inimaginavel,3,324979,395083
inimigo,35,324979,395083
inimputavel,2,324979,395083
inipep,1,324979,395083
injecao,24,324979,395083
injeco,5,324979,395083
injet,2,324979,395083
injetada,1,324979,395083
injetado,11,324979,395083
injetam,1,324979,395083
injetando,2,324979,395083
injetandoa,1,324979,395083
injetar,4,324979,395083
injetaram,1,324979,395083
injuriar,2,324979,395083
injustament,3,324979,395083
injustica,7,324979,395083
injusticado,1,324979,395083
injustificadament,1,324979,395083
injustificavel,1,324979,395083
injusto,1,324979,395083
inlineblock,2,324979,395083
inmet,6,324979,395083
inmetro,4,324979,395083
inmetroo,1,324979,395083
innocentum,3,324979,395083
ino,1,324979,395083
ino4800,2,324979,395083
inoa,1,324979,395083
inocencia,2,324979,395083
inocent,23,324979,395083
inocentar,35,324979,395083
inocentedeu,1,324979,395083
inocentesd,1,324979,395083
inoculacao,1,324979,395083
inocular,3,324979,395083
inocuo,3,324979,395083
inofensivo,4,324979,395083
inoperant,2,324979,395083
inovacao,5,324979,395083
inovador,3,324979,395083
inovar,1,324979,395083
inox,2,324979,395083
inp,7,324979,395083
inpi,1,324979,395083
inq,1,324979,395083
inquerito,38,324979,395083
inquietacao,1,324979,395083
inquietant,1,324979,395083
inquietar,1,324979,395083
insanidad,1,324979,395083
insano,4,324979,395083
insatisfacao,3,324979,395083
insatisfeito,7,324979,395083
inscrev,10,324979,395083
inscrevas,4,324979,395083
inscricao,101,324979,395083
inscrito,4,324979,395083
insect,1,324979,395083
inseguranca,3,324979,395083
inseguro,2,324979,395083
insensatez,1,324979,395083
insensato,1,324979,395083
insercao,4,324979,395083
inserir,30,324979,395083
inserirocartao,1,324979,395083
inseticida,1,324979,395083
inseto,14,324979,395083
insignificant,1,324979,395083
insinuar,26,324979,395083
insistencia,3,324979,395083
insistent,1,324979,395083
insistir,13,324979,395083
inso,1,324979,395083
insolacao,13,324979,395083
insonia,4,324979,395083
inspecao,1,324979,395083
inspecionada,2,324979,395083
inspecionam,1,324979,395083
inspecionar,1,324979,395083
inspetor,2,324979,395083
inspiracao,11,324979,395083
inspirar,4,324979,395083
inss,19,324979,395083
inst,2,324979,395083
instabilidad,5,324979,395083
instagram,396,324979,395083
instagramo,1,324979,395083
instalacao,16,324979,395083
instalar,43,324979,395083
instalas,1,324979,395083
instancia,29,324979,395083
instant,9,324979,395083
instantaneamenteluciana,1,324979,395083
instantaneo,3,324979,395083
instar,3,324979,395083
instauradaa,1,324979,395083
instaurar,5,324979,395083
instavel,1,324979,395083
instilar,1,324979,395083
institucion,12,324979,395083
instituicao,95,324979,395083
instituicaoconheca,1,324979,395083
instituicon,1,324979,395083
instituir,16,324979,395083
institut,5,324979,395083
instituto,170,324979,395083
instrucao,56,324979,395083
instruco,1,324979,395083
instruir,7,324979,395083
instrument,1,324979,395083
instrumentar,2,324979,395083
instrumento,2,324979,395083
instrutivogravissimo,1,324979,395083
instrutor,7,324979,395083
insubordinar,1,324979,395083
insuficiencia,13,324979,395083
insuficient,6,324979,395083
insuflar,2,324979,395083
insulina,4,324979,395083
insultar,7,324979,395083
insulto,2,324979,395083
insumo,16,324979,395083
insuportavel,2,324979,395083
insurrect,1,324979,395083
insustentavel,4,324979,395083
int,1,324979,395083
intacto,6,324979,395083
intectologista,1,324979,395083
integr,9,324979,395083
integracao,10,324979,395083
integralment,7,324979,395083
integrant,52,324979,395083
integrar,18,324979,395083
integrasu,1,324979,395083
integridad,9,324979,395083
integro,11,324979,395083
inteirament,2,324979,395083
inteirar,87,324979,395083
inteiravejam,1,324979,395083
inteiro,18,324979,395083
inteiroo,1,324979,395083
intelecto,1,324979,395083
intelectu,12,324979,395083
intelectuala,1,324979,395083
intelectualidad,1,324979,395083
inteligencia,46,324979,395083
inteligenciaaqui,1,324979,395083
inteligent,29,324979,395083
inteligentement,1,324979,395083
intellig,1,324979,395083
inten,1,324979,395083
intencao,62,324979,395083
intencion,2,324979,395083
intencionado,2,324979,395083
intencionalment,2,324979,395083
intencionalmentevoc,1,324979,395083
intensament,4,324979,395083
intensidad,8,324979,395083
intensificacao,1,324979,395083
intensificar,34,324979,395083
intensivacoagualacao,1,324979,395083
intensivista,1,324979,395083
intensivo,13,324979,395083
intenso,15,324979,395083
intento,1,324979,395083
intentoest,1,324979,395083
inter,8,324979,395083
interacao,5,324979,395083
interaco,19,324979,395083
interagir,2,324979,395083
interativa,1,324979,395083
interativo,3,324979,395083
intercambio,1,324979,395083
interced,1,324979,395083
intercedermeu,1,324979,395083
intercept,24,324979,395083
interceptacao,2,324979,395083
interceptar,7,324979,395083
intercessao,1,324979,395083
intercessaovamo,1,324979,395083
interchefia,1,324979,395083
interdicao,1,324979,395083
interditar,9,324979,395083
interess,21,324979,395083
interessadossitecartao,1,324979,395083
interessant,25,324979,395083
interessar,70,324979,395083
interesseiro,1,324979,395083
interferencia,7,324979,395083
interferir,18,324979,395083
interferon,5,324979,395083
interfon,1,324979,395083
interinament,2,324979,395083
interino,4,324979,395083
interior,70,324979,395083
interiorizacao,1,324979,395083
interlago,1,324979,395083
interligacao,1,324979,395083
interligar,2,324979,395083
interlocutor,3,324979,395083
intermediacao,1,324979,395083
intermediar,1,324979,395083
intermediario,7,324979,395083
intermedio,1,324979,395083
interminavel,1,324979,395083
intermitent,1,324979,395083
intermunicip,1,324979,395083
intern,11,324979,395083
internacao,25,324979,395083
internacion,149,324979,395083
internacionaisao,1,324979,395083
internacionaiscaiu,1,324979,395083
internacionalbeneficio,1,324979,395083
internacionalizacao,5,324979,395083
internacionalizar,4,324979,395083
internacionalment,3,324979,395083
internacionalprimeira,1,324979,395083
internado,1,324979,395083
internament,2,324979,395083
internamento,1,324979,395083
internar,109,324979,395083
internauta,26,324979,395083
internet,215,324979,395083
internetd,1,324979,395083
internetum,1,324979,395083
interno,19,324979,395083
interpelacao,1,324979,395083
interpelar,1,324979,395083
interpesso,2,324979,395083
interpol,4,324979,395083
interpret,1,324979,395083
interpretacao,5,324979,395083
interpretar,9,324979,395083
interrogacao,1,324979,395083
interrogalo,1,324979,395083
interrogar,4,324979,395083
interrogatorio,5,324979,395083
interromp,24,324979,395083
interrompido,10,324979,395083
interrupcao,4,324979,395083
intervalar,4,324979,395083
intervalo,2,324979,395083
intervencao,39,324979,395083
intervencion,1,324979,395083
interventori,1,324979,395083
intervia,1,324979,395083
intervir,9,324979,395083
intestin,5,324979,395083
intestino,5,324979,395083
intestinoso,1,324979,395083
intimacao,1,324979,395083
intimaentendemo,1,324979,395083
intimar,8,324979,395083
intimidad,1,324979,395083
intimidar,5,324979,395083
intimo,13,324979,395083
intituladaescritorio,1,324979,395083
intituladamorr,1,324979,395083
intitular,38,324979,395083
intolerancia,3,324979,395083
intolerant,2,324979,395083
intoxicacao,13,324979,395083
intoxicar,5,324979,395083
intransferivel,1,324979,395083
intransigent,1,324979,395083
intransitavel,1,324979,395083
intransponivel,1,324979,395083
intrauterino,2,324979,395083
intravascu,1,324979,395083
intravascular,3,324979,395083
intrigant,3,324979,395083
intrigar,9,324979,395083
introducao,5,324979,395083
introduzir,8,324979,395083
intromet,1,324979,395083
intrometido,1,324979,395083
intromissao,1,324979,395083
intrusao,1,324979,395083
intruso,1,324979,395083
intubacao,6,324979,395083
intuir,1,324979,395083
intuitivo,1,324979,395083
intuito,11,324979,395083
