"id_notice","real_words_strongs_in_notice","real_words_strongs_in_notice_number_appear","fake_words_strongs_in_notice","fake_words_strongs_in_notice_number_appear","notice_strong_words_real_total","notice_strong_words_fake_total","notice_strong_words_total","classe_notice"
11503,"['abordagem', 'alerj', 'alerj', 'alerj', 'esquema', 'fabricio', 'flavio', 'flavio', 'gabinet', 'gabinet', 'investigacao', 'investigacao', 'investigacao', 'investigacao', 'legislativo', 'mendonca', 'mprj', 'mprj', 'nomeacao', 'queiroz', 'queiroz', 'queiroz', 'queiroz', 'rachadinha', 'republicanosrj']","[1, 3, 3, 3, 1, 1, 2, 2, 2, 2, 4, 4, 4, 4, 1, 1, 2, 2, 1, 4, 4, 4, 4, 1, 1]","['expulsar', 'supostament']","[1, 1]",25,2,27,1
11504,"['comportament', 'destinar', 'recurso', 'republico', 'superar']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
11505,"['congresso', 'inquerito', 'integro', 'investigacao', 'ministrar', 'prazo', 'prorrogar', 'supremo']","[1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
11506,"['biliao', 'biliao', 'decisao', 'fase', 'julgamento', 'julgamento', 'julgamento', 'ministrar', 'processo', 'recurso', 'supremo', 'tramitar', 'tramitar']","[2, 2, 1, 1, 3, 3, 3, 1, 1, 1, 1, 2, 2]","['sortear']","[1]",13,1,14,1
11507,"['domingo', 'feriar', 'interrupcao', 'saudar', 'saudar']","[1, 1, 1, 2, 2]","[]","[]",5,0,5,1
11511,"['client', 'especializar', 'levantamento']","[1, 1, 1]","['humanar', 'humanar']","[2, 2]",3,2,5,1
11512,"['conformar', 'crise', 'destacar', 'enfrentamento', 'infectar', 'levantamento', 'levantamento', 'mexico', 'mexico', 'quedo']","[1, 1, 1, 1, 1, 2, 2, 2, 2, 1]","[]","[]",10,0,10,1
11513,"['adhanom', 'ampliacao', 'converso', 'crise', 'desempenhar', 'fornecimento', 'materiaprima', 'ministrar', 'queiroga', 'respostar', 'saudar', 'saudar', 'saudar', 'surtir', 'tedro']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1]","[]","[]",15,0,15,1
11515,"['domingo', 'parceria', 'parceria']","[1, 2, 2]","[]","[]",3,0,3,1
11519,"['arthur', 'demrj', 'gabinet', 'lira', 'lira', 'palacio', 'planalto', 'planalto', 'republicanosrj', 'transferir']","[1, 1, 1, 2, 2, 1, 2, 2, 1, 1]","[]","[]",10,0,10,1
11520,"['arthur', 'ccj', 'ccj', 'chefiar', 'colegiado', 'comissao', 'congresso', 'constituicao', 'discussao', 'distrito', 'justicar', 'lira', 'lira', 'planalto', 'presidir', 'reclamacao', 'resistencia', 'reuniao', 'sessao', 'sessao', 'supremo', 'surtir']","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1]","['atirar']","[1]",22,1,23,1
11521,"['folhar', 'folhar', 'parceria', 'previsto', 'prtb', 'sabatino', 'sabatino', 'spaulo']","[2, 2, 1, 1, 1, 2, 2, 1]","[]","[]",8,0,8,1
11522,"['ambientar', 'congresso', 'coordenar', 'especifico', 'oficialment', 'privar']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
11523,"['calheiro']","[1]","[]","[]",1,0,1,1
11524,"['diagnosticar', 'equivalent', 'inglaterra', 'internar', 'saudar', 'suspeito']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
11525,"['balancar', 'sabado', 'saudar']","[1, 1, 1]","[]","[]",3,0,3,1
11530,"['bruno', 'gabi', 'jorg']","[1, 1, 1]","[]","[]",3,0,3,1
11536,"['adversario', 'decisao', 'decisao', 'decisao', 'integro', 'julgamento', 'recurso', 'ricardo', 'ricardo', 'tatto', 'tatto']","[1, 3, 3, 3, 1, 1, 1, 2, 2, 2, 2]","['usuario']","[1]",11,1,12,1
11537,"['alvorar', 'apreensao', 'bolsonarista', 'colegiado', 'decisao', 'decisao', 'gabinet', 'legislativo', 'ministrar', 'ministrar', 'ramagem', 'recordar', 'supremo']","[1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1]","['parir']","[1]",13,1,14,1
11539,"['academia', 'autoridad', 'domingo', 'estagio', 'etapa', 'fase', 'fase', 'fase', 'instituto', 'necessario', 'sendo', 'sendo']","[1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 2, 2]","[]","[]",12,0,12,1
11540,"['afetado', 'associacao', 'cirurgico', 'cirurgico', 'constatar', 'instalacao', 'levantamento', 'levantamento', 'prever', 'privar', 'quedo', 'quedo', 'recuar', 'recurso', 'reducao', 'reducao', 'regiao', 'rocha', 'saudar', 'saudar', 'saudar', 'suspensao']","[1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 3, 3, 3, 1]","[]","[]",22,0,22,1
11541,"['bbc', 'certeza', 'portavoz', 'tambem']","[1, 1, 1, 1]","[]","[]",4,0,4,1
11542,"['articulacao']","[1]","['pelar', 'usuario']","[1, 1]",1,2,3,1
11543,"['corpu', 'decisao', 'folhar', 'habea', 'humberto', 'inquerito', 'integrant', 'integro', 'justicar', 'martim', 'oficio', 'republico', 'supremo', 'suspensao', 'turma']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",15,0,15,1
11549,"['consorcio', 'levantamento', 'pastar', 'sabado', 'sabado', 'sabado', 'saudar', 'saudar', 'superar']","[1, 1, 1, 3, 3, 3, 2, 2, 1]","[]","[]",9,0,9,1
11551,"['bandeirant', 'colaborar', 'decorrencia', 'epidemiologico', 'epidemiologico', 'gorinchteyn', 'gorinchteyn', 'internar', 'necessidad', 'palacio', 'reforcar', 'regrar', 'saudar']","[1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]","['amigar']","[1]",13,1,14,1
11558,"['autoridad', 'autoridad', 'boletim', 'deslocamento', 'deslocamento', 'deslocamento', 'epidemiologico', 'feriar', 'infectar', 'intensivo', 'internar', 'necessario', 'propagacao', 'prorrogacao', 'regiao', 'regrar', 'republico', 'saudar', 'transmissao', 'velocidad']","[2, 2, 1, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['realment']","[1]",20,1,21,1
11560,"['adicionar', 'colombio', 'colombio', 'colombio', 'colombio', 'contabilizar', 'decorrencia', 'duqu', 'importacao', 'instituto', 'ministrar', 'planar', 'possibilidad', 'recordar', 'saudar', 'sputnik', 'vigilancia']","[1, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",17,0,17,1
11562,"['administrativo', 'arrecadar', 'despesa', 'recurso']","[1, 1, 1, 1]","[]","[]",4,0,4,1
11566,"['autoridad', 'disseminacao', 'domingo', 'fundamentar', 'internar', 'precedent', 'rejeitar', 'sigla']","[1, 1, 1, 1, 1, 1, 1, 1]","['agredir', 'ganhar']","[1, 1]",8,2,10,1
11568,"['acordo', 'distrito', 'exercicio', 'inicialment', 'integrant', 'nelson', 'observacao', 'proprio', 'ricardo', 'risco', 'submetido']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",11,0,11,1
11569,"['dosar', 'iniciativo', 'organizador', 'previsto', 'respostar', 'saudar']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
11570,"['plano', 'reuniao', 'transmissao']","[1, 1, 1]","[]","[]",3,0,3,1
11571,"['isolar']","[1]","[]","[]",1,0,1,1
11572,"['araujo', 'sido']","[1, 1]","[]","[]",2,0,2,1
11574,"['autoridad', 'autoridad', 'autoridad', 'corpu', 'decisao', 'deltan', 'habea', 'julgamento', 'processo', 'recurso', 'supremo', 'supremo', 'supremo', 'suspeicao', 'suspeicao', 'turma', 'turma', 'varar']","[3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 2, 2, 1]","[]","[]",18,0,18,1
11575,"['cerimonia', 'hospitalizar', 'regiao', 'situacao', 'suspeito']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
11576,"['dinamarca', 'estrategia', 'submetido']","[1, 1, 1]","['atirar']","[1]",3,1,4,1
11578,"['alerj', 'ambito', 'aplicacao', 'apreensao', 'claudio', 'claudio', 'constituicao', 'decisao', 'desvio', 'enfrentamento', 'exercicio', 'investigacao', 'justicar', 'justicar', 'legislativo', 'mello', 'quadro', 'recurso', 'wilson', 'witzel']","[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]","[]","[]",20,0,20,1
11579,"['acordo', 'autoridad', 'converso', 'cooperacao', 'cooperacao', 'decisao', 'decisao', 'especialment', 'forcatarefa', 'justicar', 'justicar', 'lewandowski', 'lewandowski', 'martim', 'ministrar', 'pagamento', 'pastar', 'periodo', 'prever', 'relativo', 'ricardo', 'supremo']","[1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",22,0,22,1
11580,"['decisao', 'decisao', 'espanha', 'fase', 'previsto', 'respectivament', 'situacao', 'suspensao', 'tornear']","[2, 2, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
11584,"['adicionar', 'folhar', 'impactar', 'integro', 'limitacao', 'passageiro', 'portavoz', 'viagem']","[1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
11586,"['arthur', 'chefiar', 'demrj', 'favorito', 'ideologico', 'lira', 'lira', 'lira', 'palacio', 'planalto', 'preocupacao', 'reuniao', 'rossi']","[1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 1]","[]","[]",13,0,13,1
11588,"['acordo', 'arthur', 'constituicao', 'emenda', 'lira', 'plenario', 'possibilidad', 'ppal', 'prever', 'proposta', 'proposta']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[]","[]",11,0,11,1
11589,"['alcolumbr', 'alcolumbr', 'bancada', 'bancada', 'broadcast', 'conformar', 'congresso', 'decisao', 'demap', 'destinar', 'flavio', 'gabinet', 'gabinet', 'gabinet', 'gabinet', 'integrant', 'pratico', 'regrar', 'servidor', 'servidor', 'sigla', 'suportar']","[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1, 1, 1, 2, 2, 1, 1]","['despejar', 'legendar', 'legendar', 'legendar']","[1, 3, 3, 3]",22,4,26,1
11591,"['argumentar', 'ausencia', 'intensivo', 'internar', 'justicar', 'levantamento', 'levantamento', 'quilometro', 'respostar', 'transferencia', 'transferencia', 'transferencia', 'transferir']","[1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 3, 3, 1]","['sequer']","[1]",13,1,14,1
11592,"['adhanom', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'afp', 'antonio', 'anuncio', 'californio', 'celebrar', 'cerimonia', 'checo', 'cirurgico', 'client', 'companhia', 'convencao', 'convencao', 'desembarcar', 'diagnosticar', 'disseminacao', 'disseminacao', 'distrito', 'epicentro', 'epidemiar', 'epidemiar', 'epidemiar', 'epidemiar', 'epidemiar', 'espanha', 'espanha', 'externo', 'funcao', 'funcao', 'genoma', 'guarulho', 'guarulho', 'guarulho', 'hubei', 'infectar', 'infectar', 'infectar', 'infectar', 'instalacao', 'instituto', 'instituto', 'integrant', 'integrant', 'internar', 'isolar', 'isolar', 'kong', 'kong', 'kong', 'kong', 'kong', 'kong', 'liderar', 'mexico', 'mexico', 'movimentacao', 'necessario', 'orientacao', 'palacio', 'passageiro', 'passageiro', 'passageiro', 'passageiro', 'passageiro', 'passageiro', 'passageiro', 'passageiro', 'passageiro', 'passageiro', 'positivar', 'positivar', 'prazo', 'preocupacao', 'preocupacao', 'presenca', 'propagacao', 'provincia', 'provincia', 'quarentenar', 'quarentenar', 'regiao', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'reuter', 'rocha', 'saudar', 'saudar', 'saudar', 'surtir', 'surtir', 'surtir', 'surtir', 'suspeito', 'suspeito', 'suspeito', 'suspeito', 'tedro', 'toquio', 'toquio', 'transferir', 'transferir', 'transmissao', 'transmissao', 'transmissao', 'tripulacao', 'turistico', 'velocidad', 'visitant', 'visitant', 'visitant', 'xinhua', 'xinhua', 'xinhua', 'xinhua', 'xinhua', 'xinhua', 'xinhua', 'xinhua']","[1, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 5, 5, 5, 5, 5, 2, 2, 1, 2, 2, 1, 3, 3, 3, 1, 4, 4, 4, 4, 1, 2, 2, 2, 2, 1, 2, 2, 6, 6, 6, 6, 6, 6, 1, 2, 2, 1, 1, 1, 1, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 1, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 1, 2, 2, 2, 2, 3, 3, 3, 1, 1, 1, 3, 3, 3, 8, 8, 8, 8, 8, 8, 8, 8]","['parir', 'parir', 'parir', 'torrar', 'usuario', 'vazio', 'vazio', 'vazio', 'verificar']","[3, 3, 3, 1, 1, 3, 3, 3, 1]",152,9,161,1
11594,"['desenvolvido', 'destinar', 'destinar', 'domingo', 'inicialment', 'ritmar', 'saudar']","[1, 2, 2, 1, 1, 1, 1]","[]","[]",7,0,7,1
11595,"['ambientar', 'gorinchteyn', 'situacao']","[1, 1, 1]","[]","[]",3,0,3,1
11596,"['biliao', 'biliao', 'dificuldad', 'escassez', 'esquema', 'recurso', 'saudar']","[2, 2, 1, 1, 1, 1, 1]","[]","[]",7,0,7,1
11597,"['associacao', 'condicao', 'condicao', 'congresso', 'domingo', 'economia', 'folhar', 'gued', 'integro', 'ministrar', 'mudanca', 'planar', 'prever', 'prever', 'proposto', 'taxar', 'tributario', 'tributario', 'tributario', 'videoconferencia']","[1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 3, 3, 1]","[]","[]",20,0,20,1
11598,"['araujo', 'decisao', 'decisao', 'ernesto', 'reforcar', 'respostar']","[1, 2, 2, 1, 1, 1]","[]","[]",6,0,6,1
11600,"['atuam', 'autoridad', 'desigualdad', 'hipertensao', 'obesidad', 'planar', 'saudar', 'saudar', 'taxar', 'taxar', 'tendencia']","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1]","['motorista']","[1]",11,1,12,1
11602,"['alcolumbr', 'bancada', 'bastidor', 'decisao', 'demap', 'demmg', 'expectativa', 'pacheco', 'pacheco', 'pacheco', 'pacheco', 'suportar']","[1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 1]","[]","[]",12,0,12,1
11603,"['aglomeracao', 'celebrar', 'feriar', 'feriar', 'feriar', 'mandatario']","[1, 1, 3, 3, 3, 1]","[]","[]",6,0,6,1
11605,"['afetado', 'afp', 'balancar', 'espanha', 'espanha', 'europeu']","[1, 1, 1, 2, 2, 1]","[]","[]",6,0,6,1
11606,"['autoridad', 'compromisso', 'condicao', 'crescimento', 'despesa', 'enfatizar', 'juro', 'manutencao', 'monetario', 'monetario', 'oficialment', 'orientacao', 'orientacao', 'orientacao', 'regrar', 'reuter', 'subir', 'variacao']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 3, 3, 1, 1, 1, 1]","[]","[]",18,0,18,1
11607,"['atuacao', 'autorizacao', 'domingo', 'itamarati', 'passageiro', 'passageiro', 'periodo', 'piorar', 'piorar', 'positivar', 'reclamacao', 'rejeitar', 'respostar']","[1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1]","[]","[]",13,0,13,1
11609,"['alvorar', 'atrasar', 'converso', 'crise', 'desafiar', 'justificativo', 'mergulhar', 'palacio', 'respostar']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
11614,"['autoridad', 'destacar', 'examinar', 'isolar', 'precaucao', 'propagacao', 'quarentenar', 'saudar', 'temor']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
11616,"['consorcio', 'domingo', 'esquema', 'feriar', 'feriar', 'infectar', 'infectar', 'intervalar', 'levantamento', 'plantao', 'quedo', 'saudar']","[1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1]","[]","[]",12,0,12,1
11618,"['alteracao', 'aplicacao', 'autoridad', 'cepa', 'comportamento', 'desenvolvimento', 'deteccao', 'efetividad', 'epidemiar', 'espanha', 'europeu', 'impactar', 'implementar', 'infeccioso', 'michael', 'monitoramento', 'mutacao', 'mutacao', 'mutacao', 'mutacao', 'mutacao', 'mutacao', 'mutacao', 'positivar', 'presenca', 'proliferacao', 'proliferacao', 'propagacao', 'respostar', 'saudar', 'saudar', 'sigla', 'situacao', 'taxar', 'transmissao', 'vigilancia', 'voo']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]","['espalhar', 'ganhar', 'humanar', 'invadir', 'realment', 'sobrar', 'sortir']","[1, 1, 1, 1, 1, 1, 1]",37,7,44,1
11622,"['acompanhamento', 'acordo']","[1, 1]","[]","[]",2,0,2,1
11623,"['decorrencia', 'desenvolvido', 'domingo', 'habitant', 'prioridad', 'saudar', 'saudar']","[1, 1, 1, 1, 1, 2, 2]","['espalhar']","[1]",7,1,8,1
11624,"['colaborar', 'investigacao', 'positivar']","[1, 1, 1]","['fraudar', 'fraudar']","[2, 2]",3,2,5,1
11627,"['desafiar', 'desafiar', 'estimular']","[2, 2, 1]","['compartilhar', 'imagem', 'parir', 'usuario']","[1, 1, 1, 1]",3,4,7,1
11628,"['convencao', 'lancamento', 'presenca', 'saudar', 'saudar']","[1, 1, 1, 2, 2]","['humanar', 'inscricao']","[1, 1]",5,2,7,1
11629,"['aplicacao', 'disseminacao', 'extensao', 'infectar', 'infectar', 'necessidad', 'prazo', 'prazo', 'presenca', 'rastreamento', 'triagem']","[1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1]","[]","[]",11,0,11,1
11633,"['associacao', 'decisao', 'levantamento', 'periodo', 'piorar', 'previsao', 'processo', 'reabertura', 'reabrir', 'reportar', 'situacao']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",11,0,11,1
11634,"['domingo', 'gabbardo', 'hospitalizar', 'infectar', 'inglaterra', 'saudar', 'saudar', 'saudar', 'secretarioexecutivo', 'suspeito', 'totalizar', 'transmissao', 'transmissao', 'viagem']","[1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 2, 2, 1]","[]","[]",14,0,14,1
11635,"['bolsonarista', 'internar', 'internar', 'oswaldo', 'saudar']","[1, 2, 2, 1, 1]","[]","[]",5,0,5,1
11636,"['coletivo', 'coletivo', 'corpu', 'corpu', 'decisao', 'decisao', 'fabricio', 'flavio', 'habea', 'habea', 'justicar', 'ministrar', 'necessidad', 'plantao', 'queiroz', 'queiroz', 'recurso', 'risco', 'situacao']","[2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1]","[]","[]",19,0,19,1
11637,"['anticorpo', 'anticorpo', 'anticorpo', 'assintomatico', 'comportamento', 'henriqu', 'imunizacao', 'infectar', 'intenso', 'letalidad', 'ministrar', 'presenca', 'presenca', 'regiao', 'ritmar', 'saudar', 'saudar', 'submetido', 'taxar', 'velocidad', 'velocidad']","[3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2]","['espalhar', 'ganhar']","[1, 1]",21,2,23,1
11641,"['ansiedad', 'boletim', 'crise', 'saudar', 'surtir']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,1
11642,"['celso', 'folhar', 'parceria', 'spaulo']","[1, 1, 1, 1]","[]","[]",4,0,4,1
11644,"['academiar', 'anvisa', 'anvisa', 'anvisa', 'anvisa', 'anvisa', 'autorizacao', 'autorizacao', 'carat', 'comprometido', 'decisao', 'desenvolvido', 'dosar', 'mexico', 'necessario', 'obtido', 'parceria', 'parceria', 'prazo', 'regulamentar', 'reuniao', 'saudar', 'temporario', 'triagem', 'vigilancia']","[1, 5, 5, 5, 5, 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1]","['bandeiro', 'humanar', 'verificar']","[1, 1, 1]",25,3,28,1
11648,"['carla', 'colunista', 'colunista', 'economia', 'gued', 'gued', 'ministrar', 'parceria', 'privar', 'revogar', 'saudar', 'saudar']","[1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2]","['minutar']","[1]",12,1,13,1
11649,"['alteracao', 'destinar', 'distrito', 'dosar', 'esquema', 'fase', 'fluxo', 'igualitario', 'instituto', 'necessario', 'operacionalizacao', 'pastar', 'periodo', 'planar', 'previsao', 'publicoalvo', 'saudar', 'saudar']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[]","[]",18,0,18,1
11653,"['autoridad', 'autorizacao', 'boletim', 'depoimento', 'internar', 'submetido']","[1, 1, 1, 1, 1, 1]","[]","[]",6,0,6,1
11655,"['discussao', 'exministro', 'exministro', 'henriqu', 'interrupcao', 'ministrar', 'nelson', 'pastar', 'saudar', 'saudar', 'situacao', 'teich', 'teich']","[1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2]","['atribuir']","[1]",13,1,14,1
11658,"['dificuldad', 'infectar', 'mutacao', 'orientacao', 'pastar', 'saudar']","[1, 1, 1, 1, 1, 1]","['espalhar']","[1]",6,1,7,1
11659,"['atuacao', 'exercicio', 'internar', 'sabado']","[1, 1, 1, 1]","[]","[]",4,0,4,1
11660,"['congresso', 'decisao', 'desenvolvimento', 'folhar', 'folhar', 'inovacao', 'instituto', 'integro', 'orcamentaria', 'orcamentaria', 'prever', 'subordinar']","[1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1]","['humanar']","[1]",12,1,13,1
11668,"['concedido', 'consequencia', 'decisao', 'decisao', 'decisao', 'emprestimo', 'justicar', 'justicar', 'mello', 'necessario', 'necessario', 'normalment', 'parcelar', 'periodo', 'periodo', 'prazo', 'prever', 'recurso', 'recurso', 'reforcar', 'reuter', 'saudar', 'suspensao', 'varar']","[1, 1, 3, 3, 3, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1]","[]","[]",24,0,24,1
11669,"['boletim', 'claudio', 'colaboracao', 'colaborar', 'domingo', 'epidemiologico', 'exercicio', 'feriar', 'feriar', 'fluminens', 'funcionamento', 'intenso', 'jorg', 'periodo', 'propagacao']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]","[]","[]",15,0,15,1
11674,"['cirurgico', 'expectativa', 'prazo', 'proposto', 'pulmonar', 'saudar', 'saudar', 'saudar', 'suspeito', 'suspeito', 'ventilador']","[1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 1]","[]","[]",11,0,11,1
11675,"['afastamento', 'exprefeito', 'exprefeito', 'justicar', 'saudar', 'suspeito', 'wilson', 'witzel', 'witzel']","[1, 2, 2, 1, 1, 1, 1, 2, 2]","['fraudar']","[1]",9,1,10,1
11679,"['arrecadar', 'discussao', 'discussao', 'epidemiar', 'parceria', 'recurso', 'saudar']","[1, 2, 2, 1, 1, 1, 1]","[]","[]",7,0,7,1
11680,"['assistencia', 'autorizacao', 'contrato', 'desvio', 'fase', 'flavio', 'flavio', 'fundacao', 'recurso', 'varar']","[1, 1, 1, 1, 1, 2, 2, 1, 1, 1]","[]","[]",10,0,10,1
11683,"['claudio', 'estagio', 'henriqu', 'impactar', 'iniciativo', 'instituto', 'privar', 'saudar', 'saudar', 'saudar', 'saudar']","[1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4]","[]","[]",11,0,11,1
11684,"['abordagem', 'alternativo', 'ambientar', 'comportament', 'converso', 'cronica', 'dedicar', 'enfatizar', 'enxergar', 'equilibrio', 'estatistico', 'importancia', 'necessidad', 'reuniao', 'saudar', 'saudar', 'saudar', 'saudar', 'saudar', 'situacao']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 1]","['escutar', 'humanar']","[1, 1]",20,2,22,1
11688,"['dosar', 'dosar', 'intervalar', 'ministrar', 'reuter', 'sabado', 'saudar', 'vulneravel']","[2, 2, 1, 1, 1, 1, 1, 1]","[]","[]",8,0,8,1
11689,"['agravar', 'ansiedad', 'aspecto', 'especialment', 'esquema', 'instituto', 'mello', 'rotina', 'situacao']","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
11690,"[]","[]","[]","[]",0,0,0,1
11695,"['aprovacao', 'avancar', 'desenvolvido', 'estagio', 'reuter', 'reuter', 'santiago']","[1, 1, 1, 1, 2, 2, 1]","[]","[]",7,0,7,1
11696,"['anuncio', 'autoridad', 'desenvolvido', 'desenvolvido', 'fase', 'impactar', 'instituto', 'reuniao', 'saudar']","[1, 1, 2, 2, 1, 1, 1, 1, 1]","[]","[]",9,0,9,1
11697,"['autoridad', 'equipamento', 'importacao', 'mantido']","[1, 1, 1, 1]","['nobel']","[1]",4,1,5,1
11698,"['cenario', 'comunitario', 'crise', 'dificuldad', 'equipamento', 'equipamento', 'equipamento', 'escassez', 'henriqu', 'ministrar', 'ministrar', 'ministrar', 'reforcar', 'relaxar', 'saudar', 'saudar']","[1, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 3, 1, 1, 2, 2]","['parir', 'parir']","[2, 2]",16,2,18,1
11699,"['acordo', 'araujo', 'augusto', 'colaboracao', 'decisao', 'delacao', 'edson', 'exgovernador', 'exgovernador', 'fachin', 'fachin', 'gabinet', 'revogar', 'supremo', 'tambem']","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1]","[]","[]",15,0,15,1
11700,"['acordo', 'acordo', 'ambientar', 'carat', 'cooperacao', 'enfatizar', 'espanha', 'espanha', 'estrategico', 'estrategico', 'europeu', 'europeu', 'europeu', 'itamarati', 'perspectivo', 'preservar', 'prever', 'prioritario', 'prioritario', 'sustentabilidad', 'sustentabilidad']","[2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 1, 1, 1, 1, 2, 2, 2, 2]","[]","[]",21,0,21,1
11701,"['respostar', 'respostar', 'situacao']","[2, 2, 1]","['verificar']","[1]",3,1,4,1
11706,"['europeu', 'infectar', 'journal', 'minimizar', 'periodo', 'positivar', 'positivar', 'positivar', 'positivar', 'positivar', 'positivar', 'regiao']","[1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 1]","[]","[]",12,0,12,1
11707,"['adotada', 'crise', 'desenvolvimento', 'destinar', 'lorenzoni', 'ministrar', 'ministrar', 'onyx', 'onyx', 'velocidad']","[1, 1, 1, 1, 1, 2, 2, 2, 2, 1]","[]","[]",10,0,10,1
